Frase,Autor,Cat1,Cat2,Cat3,Cat4,,,
"Cada uno de los movimientos de todos los individuos se realizan por tres únicas razones: por honor, por dinero o por amor.",Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,CUALIDADES,VOLUNTAD,NULL,NULL,,,
"Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón.",Jorge Luis Borges (1899-1986) Escritor argentino.,CUALIDADES,REBELDÍA,NULL,NULL,,,
"Hay una fuerza motriz más poderosa que el vapor, la electricidad y la energía atómica: la voluntad.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,NATURALEZA,MUERTE,NULL,NULL,,,
"Cuando los que mandan pierden la vergüenza, los que obedecen pierden el respeto.",Cardenal de Retz (1613-1679) Político y memorialista francés.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
"Así como una jornada bien empleada produce un dulce sueño, así una vida bien usada causa una dulce muerte.","Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",SENTIMIENTOS,AMOR,CORAZÓN,NULL,,,
"El amigo leal se ríe con tus chistes, aunque no sean tan buenos, y se conduele de tus problemas aunque no sean tan graves.",Arnold H. Glasow,SENTIMIENTOS,AMOR,PASIÓN,NULL,,,
El corazón es un niño: espera lo que desea.,Proverbio ruso,MISCELÁNEA,CAMBIO,NULL,NULL,,,
"Si la pasión, si la locura no pasaran alguna vez por las almas… ¿Qué valdría la vida?",Jacinto Benavente (1866-1954) Dramaturgo español.,MISCELÁNEA,OPOSICIÓN,NULL,NULL,,,
"Todos los cambios, aun los más ansiados, llevan consigo cierta melancolía.",Anatole France (1844-1924) Escritor francés.,TIEMPO,JUVENTUD,NULL,NULL,,,
Los grandes espíritus siempre han encontrado una violenta oposición de parte de mentes mediocres.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,SENTIMIENTOS,AMOR,PASIÓN,NULL,,,
"La gente joven está convencida de que posee la verdad. Desgraciadamente, cuando logran imponerla ya ni son jóvenes ni es verdad.",Jaume Perich (1941-1995) Humorista español.,SENTIMIENTOS,AMOR,ENAMORARSE,NULL,,,
"Las pasiones son como los vientos, que son necesarios para dar movimiento a todo, aunque a menudo sean causa de huracanes.",Bernard Le Bouvier de Fontenelle (1657-1757) Escritor francés.,MISCELÁNEA,OLVIDAR,NULL,NULL,,,
"Uno no se enamoró nunca, y ése fue su infierno. Otro, sí, y ésa fue su condena.",Robert Burton (1577-1640) Escritor y clérigo inglés.,SOCIEDAD,RELIGIÓN,DIOS,NULL,,,
Tratar de olvidar a alguien es querer recordarlo para siempre.,Anónimo,CUALIDADES,SABIDURÍA,NULL,NULL,,,
"Encomiéndate a Dios de todo corazón, que muchas veces suele llover sus misericordias en el tiempo que están más secas las esperanzas.",Miguel de Cervantes (1547-1616) Escritor español.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
Saber que se sabe lo que se sabe y que no se sabe lo que no se sabe; he aquí el verdadero saber.,Confucio (551 AC-478 AC) Filósofo chino.,SOCIEDAD,DINERO,POBREZA,NULL,,,
"Nunca amamos a nadie: amamos, sólo, la idea que tenemos de alguien. Lo que amamos es un concepto nuestro, es decir, a nosotros mismos.",Fernando Pessoa (1888-1935) Poeta portugués.,MISCELÁNEA,LUCHAR,NULL,NULL,,,
"El día que la mierda tenga algún valor, los pobres nacerán sin culo.",Gabriel García Márquez (1927-2014) Escritor colombiano.,MISCELÁNEA,TONTERÍA,NULL,NULL,,,
"Cuando la lucha de un hombre comienza dentro de sí, ese hombre vale algo.",Robert Browning (1812-1889) Poeta inglés.,NATURALEZA,VIDA,NULL,NULL,,,
"La tontería es infinitamente más fascinante que la inteligencia. La inteligencia tiene sus limites, la tontería no.",Claude Chabrol (1930-2010) Director de cine francés.,SENTIMIENTOS,AMOR,NULL,NULL,,,
La mayor rémora de la vida es la espera del mañana y la pérdida del día de hoy.,Séneca (2 AC-65) Filósofo latino.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
En el amor todo ha terminado cuando uno de los amantes piensa que sería posible una ruptura.,Paul Charles Bourget (1852-1935) Escritor francés.,SENTIMIENTOS,AMOR,PRIMER AMOR,NULL,,,
El secreto de la felicidad no es hacer siempre lo que se quiere sino querer siempre lo que se hace.,Leon Tolstoi (1828-1910) Escritor ruso.,SENTIMIENTOS,AMOR,NULL,NULL,,,
El primer amor es una pequeña locura y una gran curiosidad.,George Bernard Shaw (1856-1950) Escritor irlandés.,CUALIDADES,BELLEZA,NULL,NULL,,,
"El amor, para que sea auténtico, debe costarnos.",Madre Teresa de Calcuta (1910-1997) Misionera de origen albanés naturalizada india,DEFECTOS,VICIOS,NULL,NULL,,,
"La belleza no hace feliz al que la posee, sino a quien puede amarla y adorarla.","Hermann Hesse (1877-1962) Escritor suizo, de origen alemán.",SOCIEDAD,MUJERES,NULL,NULL,,,
"Nadie se desembaraza de un hábito o de un vicio tirándolo de una vez por la ventana; hay que sacarlo por la escalera, peldaño a peldaño.",Mark Twain (1835-1910) Escritor y periodista estadounidense.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
Las batallas contra las mujeres son las únicas que se ganan huyendo.,Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,CUALIDADES,SABIDURÍA,NULL,NULL,,,
Entre un hombre y una mujer la amistad es tan sólo una pasarela que conduce al amor.,Jules Renard (1864-1910) Escritor y dramaturgo francés.,SENTIMIENTOS,SUFRIMIENTO,NULL,NULL,,,
"El sabio no se sienta para lamentarse, sino que se pone alegremente a su tarea de reparar el daño hecho.",William Shakespeare (1564-1616) Escritor británico.,CUALIDADES,BONDAD,NULL,NULL,,,
"Si no está en tus manos cambiar una situación que te produce dolor, siempre podrás escoger la actitud con la que afrontes ese sufrimiento.",Viktor Frankl (1905-1997) Psiquiatra y psicoterapeuta austriaco.,MISCELÁNEA,CAMBIO,NULL,NULL,,,
Los monos son demasiado buenos para que el hombre pueda descender de ellos.,Friedrich Nietzsche (1844-1900) Filosofo alemán.,SENTIMIENTOS,AMOR,NULL,NULL,,,
Si algo he aprendido en la vida es a no perder el tiempo intentando cambiar el modo de ser del prójimo.,Carmen Martín Gaite (1925-2000) Novelista española,SENTIMIENTOS,AMOR,ENAMORARSE,NULL,,,
El amor es una amistad con momentos eróticos.,"Antonio Gala (1930-?) Dramaturgo, poeta y novelista español.",SENTIMIENTOS,AMOR,PRIMER AMOR,NULL,,,
"Hay quien ha venido al mundo para enamorarse de una sola mujer y, consecuentemente, no es probable que tropiece con ella.",José Ortega y Gasset (1883-1955) Filósofo y ensayista español.,SENTIMIENTOS,AMOR,CORAZÓN,NULL,,,
La magia del primer amor consiste en nuestra ignorancia de que pueda tener fin.,Benjamin Disraeli (1804-1881) Estadista ingles.,SENTIMIENTOS,TRISTEZA,NULL,NULL,,,
"Se puede tener, en lo más profundo del alma, un corazón cálido, y sin embargo, puede ser que nadie acuda a él.",Vincent Van Gogh (1853-1890) Pintor postimpresionista holandés.,ARTE,MÚSICA,NULL,NULL,,,
Ningún lugar en la vida es más triste que una cama vacía.,Gabriel García Márquez (1927-2014) Escritor colombiano.,MISCELÁNEA,DIFICULTADES,NULL,NULL,,,
La música es para el alma lo que la gimnasia para el cuerpo.,Platón (427 AC-347 AC) Filósofo griego.,CUALIDADES,SABIDURÍA,SABER,NULL,,,
Toda dificultad eludida se convertirá más tarde en un fantasma que perturbará nuestro reposo.,Frédéric Chopin (1810-1849) Pianista y compositor polaco.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
"Vale más saber alguna cosa de todo, que saberlo todo de una sola cosa.","Blaise Pascal (1623-1662) Científico, filósofo y escritor francés.",MISCELÁNEA,ÉXITO,NULL,NULL,,,
El falso amigo es como la sombra que nos sigue mientras dura el sol.,Carlo Dossi (1849-1910) Escritor italiano.,MISCELÁNEA,CAMBIO,NULL,NULL,,,
"He fallado una y otra vez en mi vida, por eso he conseguido el éxito.",Michael Jordan (1963-?) Deportista estadounidense.,SOCIEDAD,DINERO,RIQUEZA,NULL,,,
"Todos piensan en cambiar el mundo, pero nadie piensa en cambiarse a sí mismo.",Alexei Tolstoi (1882-1945) Novelista soviético.,SENTIMIENTOS,AMOR,NULL,NULL,,,
"Lo mejor que podemos hacer por otro no es sólo compartir con él nuestras riquezas, sino mostrarle las suyas.",Benjamin Disraeli (1804-1881) Estadista ingles.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
El amor consuela como el resplandor del sol después de la lluvia.,William Shakespeare (1564-1616) Escritor británico.,PENSAMIENTO Y RAZÓN,VERDAD,NULL,NULL,,,
"Deben buscarse los amigos como los buenos libros. No está la felicidad en que sean muchos ni muy curiosos; sino pocos, buenos y bien conocidos.",Mateo Alemán (1547-1613) Novelista español.,NATURALEZA,VIDA,NULL,NULL,,,
El que busca la verdad corre el riesgo de encontrarla.,Manuel Vicent (1936-?) Escritor español.,SENTIMIENTOS,ODIO,NULL,NULL,,,
"Lo menos frecuente en este mundo es vivir. La mayoría de la gente existe, eso es todo.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,NATURALEZA,VIDA,NULL,NULL,,,
El odio no disminuye con el odio. El odio disminuye con el amor.,Buda (563 AC-486 AC) Fundador del budismo.,SENTIMIENTOS,AMOR,NULL,NULL,,,
¡Qué pequeñas son mis manos en relación con todo lo que la vida ha querido darme!,Ramón J. Sénder (1902-1982) Escritor español.,SENTIMIENTOS,AMOR,ENAMORARSE,NULL,,,
Es tan corto el amor y tan largo el olvido.,Pablo Neruda (1904-1973) Poeta chileno.,PENSAMIENTO Y RAZÓN,SUEÑOS,NULL,NULL,,,
"El enamoramiento es un estado de miseria mental en que la vida de nuestra conciencia se estrecha, empobrece y paraliza.",José Ortega y Gasset (1883-1955) Filósofo y ensayista español.,TIEMPO,FUTURO,NULL,NULL,,,
¡Qué poco cuesta construir castillos en el aire y qué cara es su destrucción!,François Mauriac (1905-1970) Escritor francés.,SOCIEDAD,DINERO,NULL,NULL,,,
El futuro pertenece a quienes creen en la belleza de sus sueños.,"Eleanor Roosevelt (1884-1962) Defensora de los derechos sociales, diplomática y",SENTIMIENTOS,AMOR,NULL,NULL,,,
"De aquel que opina que el dinero puede hacerlo todo, cabe sospechar con fundamento que será capaz de hacer cualquier cosa por dinero.",Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
"La raíz de todas las pasiones es el amor. De él nace la tristeza, el gozo, la alegría y la desesperación.","Lope de Vega (1562-1635) Poeta, novelista y dramaturgo español.",SENTIMIENTOS,AMOR,NULL,NULL,,,
"Desciende a las profundidades de ti mismo, y logra ver tu alma buena. La felicidad la hace solamente uno mismo con la buena conducta.",Sócrates (470 AC-399 AC) Filósofo griego.,SOCIEDAD,MUJERES,NULL,NULL,,,
"Mucho amor germina en la casualidad; tened siempre dispuesto el anzuelo, y en el sitio que menos lo esperáis encontraréis pesca.",Ovidio (43 AC-17) Poeta latino.,SENTIMIENTOS,AMOR,NULL,NULL,,,
No hay nada como el amor de una mujer casada. Es una cosa de la que ningún marido tiene la menor idea.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SENTIMIENTOS,AMOR,NULL,NULL,,,
"Al principio todos los pensamientos pertenecen al amor. Después, todo el amor pertenece a los pensamientos.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,MISCELÁNEA,PROBLEMAS,NULL,NULL,,,
La peor forma de extrañar a alguien es estar sentado a su lado y saber que nunca lo podrás tener.,Gabriel García Márquez (1927-2014) Escritor colombiano.,CUALIDADES,BELLEZA,NULL,NULL,,,
"Enfrentarse, siempre enfrentarse, es el modo de resolver el problema. ¡Enfrentarse a él!.",Joseph Conrad (1857-1924) Novelista británico de origen polaco.,TIEMPO,JUVENTUD,NULL,NULL,,,
"Cada cosa tiene su belleza, pero no todos pueden verla.",Confucio (551 AC-478 AC) Filósofo chino.,MISCELÁNEA,ÉXITO,NULL,NULL,,,
Los cuarenta son la edad madura de la juventud; los cincuenta la juventud de la edad madura.,Victor Hugo (1802-1885) Novelista francés.,SENTIMIENTOS,AMOR,NULL,NULL,,,
El éxito es aprender a ir de fracaso en fracaso sin desesperarse.,Winston Churchill (1874-1965) Político británico.,SENTIMIENTOS,AMOR,CORAZÓN,NULL,,,
"El amor es un misterio. Todo en él son fenómenos a cual más inéxplicable; todo en él es ilógico, todo en él es vaguedad y absurdo.",Gustavo Adolfo Bécquer (1836-1870) Poeta español.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
"Debes tener siempre fría la cabeza, caliente el corazón y larga la mano.",Confucio (551 AC-478 AC) Filósofo chino.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
"Un padre es un tesoro, un hermano es un consuelo: un amigo es ambos.",Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
"El destino de los hombres está hecho de momentos felices, toda la vida los tiene, pero no de épocas felices.",Friedrich Nietzsche (1844-1900) Filosofo alemán.,SENTIMIENTOS,AMISTAD,NULL,NULL,,,
Un amigo es una persona con la que se puede pensar en voz alta.,Emerson (1803-1882) Poeta y pensador estadounidense.,SENTIMIENTOS,CELOS,NULL,NULL,,,
"El amigo ha de ser como el dinero, que antes de necesitarlo, se sabe el valor que tiene.",Sócrates (470 AC-399 AC) Filósofo griego.,PENSAMIENTO Y RAZÓN,DESEO,NULL,NULL,,,
"Cuando el hombre es celoso, molesta; cuando no lo es, irrita.",Refrán,SENTIMIENTOS,AFLICCIÓN,NULL,NULL,,,
"A cierta edad, un poco por amor propio, otro poco por picardía, las cosas que más deseamos son las que fingimos no desear.",Marcel Proust (1871-1922) Escritor francés.,MISCELÁNEA,CAMBIO,NULL,NULL,,,
"El mejor servicio que podemos prestar a los afligidos no es quitarles la carga, sino infundirles la necesaria energía para sobrellevarla.",Phillips Brooks (1835-1893) Clérigo episcopal americano.,SENTIMIENTOS,CONFIANZA,NULL,NULL,,,
"Cuando no se puede lograr lo que se quiere, mejor cambiar de actitud.",Terencio (195 AC-159 AC) Autor cómico latino.,DEFECTOS,VIOLENCIA,NULL,NULL,,,
"La confianza, como el arte, nunca proviene de tener todas las respuestas, sino de estar abierto a todas la preguntas.",Earl Gray Stevens,NATURALEZA,VIDA,NULL,NULL,,,
La violencia es el miedo a los ideales de los demás.,Mahatma Gandhi (1869-1948) Político y pensador indio.,DEFECTOS,NULL,NULL,NULL,,,
"La vida es una serie de colisiones con el futuro; no es una suma de lo que hemos sido, sino de lo que anhelamos ser.",José Ortega y Gasset (1883-1955) Filósofo y ensayista español.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
"¿Qué locura o qué desatino me lleva a contar las ajenas faltas, teniendo tanto que decir de las mías?",Miguel de Cervantes (1547-1616) Escritor español.,MISCELÁNEA,RIESGOS,NULL,NULL,,,
Amar a alguien es decirle: tú no morirás jamás.,"Gabriel Marcel (1889-1973) Filósofo católico, dramaturgo y crítico francés.",NATURALEZA,VIDA,NULL,NULL,,,
La única ventaja de jugar con fuego es que aprende uno a no quemarse.,Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
La vida es un negocio en el que no se obtiene una ganancia que no vaya acompañada de una pérdida.,Arturo Graf (1848-1913) Escritor y poeta italiano.,MISCELÁNEA,SIN CLASIFICAR,NULL,NULL,,,
"Hijo mío, la felicidad está hecha de pequeñas cosas: Un pequeño yate, una pequeña mansión, una pequeña fortuna…",Groucho Marx (1890-1977) Actor estadounidense.,SENTIMIENTOS,AMOR,NULL,NULL,,,
"Estaba furioso de no tener zapatos; entonces encontré a un hombre que no tenía píes, y me sentí contento de mi mismo.",Proverbio,ARTE,LITERATURA,LIBROS,NULL,,,
"El amor nunca tiene razones, y la falta del amor tampoco. Todo son milagros.",Eugene O'Neill (1888-1953) Dramaturgo estadounidense.,SOCIEDAD,EDUCACIÓN,NULL,NULL,,,
"Los libros son, entre mis consejeros, los que más me agradan, porque ni el temor ni la esperanza les impiden decirme lo que debo hacer.",Alfonso V el Magnánimo (1394-1458) Rey de Aragón.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
El maestro que intenta enseñar sin inspirar en el alumno el deseo de aprender está tratando de forjar un hierro frío.,Horace Mann (1796-1859) Educador estadounidense.,NATURALEZA,SER HUMANO,HACER,NULL,,,
¡Qué raro y maravilloso es ese fugaz instante en el que nos damos cuenta de que hemos descubierto un amigo!,William Rotsler (1926-1997) Escritor estadounidense.,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
"Hay que unirse, no para estar juntos, sino para hacer algo juntos.",Juan Donoso Cortés (1809-1853) Ensayista español.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
"No busques al amigo para matar las horas, sino búscale con horas para vivir.","Khalil Gibran (1883-1931) Ensayista, novelista y poeta libanés.",SENTIMIENTOS,AMISTAD,NULL,NULL,,,
Alguien que ama no insulta ni maltrata.,Lucía Extebarria (1966-?) Escritora española.,NATURALEZA,SER HUMANO,CREER,NULL,,,
No esperes que tu amigo venga a descubrirte su necesidad; ayúdale antes.,Juan Luis Vives (1492-1540) Humanista y filósofo español.,NATURALEZA,SER HUMANO,HACER,NULL,,,
Para que el que cree no es necesaria ninguna explicación: para el que no cree toda explicación sobra.,"Franz Werfel (1890-1945) Novelista, poeta y dramaturgo austriaco.",SENTIMIENTOS,CONFIANZA,NULL,NULL,,,
"Apresúrate; no te fíes de las horas venideras. El que hoy no está dispuesto, menos lo estará mañana.",Ovidio (43 AC-17) Poeta latino.,DEFECTOS,INGRATITUD,NULL,NULL,,,
"La confianza ha de darnos la paz. No basta la buena fe, es preciso mostrarla, porque los hombres siempre ven y pocas veces piensan.",Simón Bolívar (1783-1830) Militar y político de origen venezolano.,SOCIEDAD,VIAJES,VIAJAR,NULL,,,
Todo nuestro descontento por aquello de lo que carecemos procede de nuestra falta de gratitud por lo que tenemos.,Daniel Defoe (1660-1731) Novelista y periodista inglés.,PENSAMIENTO Y RAZÓN,SUEÑOS,NULL,NULL,,,
"El que está acostumbrado a viajar, sabe que siempre es necesario partir algún día.",Paulo Coelho (1947-?) Escritor brasileño.,PENSAMIENTO Y RAZÓN,OPINIÓN,NULL,NULL,,,
El dolor es inevitable pero el sufrimiento es opcional.,Buda (563 AC-486 AC) Fundador del budismo.,SENTIMIENTOS,AMOR,AMAR,NULL,,,
"Si es bueno vivir, todavía es mejor soñar, y lo mejor de todo, despertar.",Antonio Machado (1875-1939) Poeta y prosista español.,NATURALEZA,MUERTE,NULL,NULL,,,
Importa mucho más lo que tú piensas de ti mismo que lo que los otros opinen de ti.,Séneca (2 AC-65) Filósofo latino.,MISCELÁNEA,FANATISMOS,NULL,NULL,,,
Sólo con quien te ama puedes mostrarte débil sin provocar una reacción de fuerza.,Theodor W. Adorno (1903-1969) Filósofo alemán,SENTIMIENTOS,AMISTAD,AMIGOS,NULL,,,
Duerme con el pensamiento de la muerte y levántate con el pensamiento de que la vida es corta.,Proverbio,SENTIMIENTOS,ESPERANZA,NULL,NULL,,,
